lib_mrq;lib_mod_doss;lib_mod;dscom;cnit;tvv;typ_cbr;hybride;puiss_admin_98;puiss_max;typ_boite_nb_rapp;conso_urb;conso_exurb;conso_mixte;co2;co_typ_1;hc;nox;hcnox;ptcl;masse_ordma_min;masse_ordma_max;champ_v9;date_maj;Carrosserie;gamme
TOYOTA;YARIS;YARIS;NOUVELLE YARIS (69ch) 3P 1.0 VVT-i (Active);M10JT0VP004R405;XP13M(a)KSP13F(MG)KSP130L-CGMRKW(2C);ES;non;4;51;M 5;5,7;4,2;4,8;110;0,399;0,034;0,021;;;1045;1100;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
TOYOTA;YARIS;YARIS;NOUVELLE YARIS (90ch) 3P 1.4 D-4D FAP (Dynamic);M10JT0VP004R478;XP13M(a)NLP13F(MG)NLP130L-CGFNXW(1C);GO;non;5;66;M 6;4,8;3,5;3,9;104;0,193;;0,141;0,151;0,001;1140;1190;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
TOYOTA;YARIS;YARIS;NOUVELLE YARIS (90ch) 3P 1.4 D-4D FAP (Tendance);M10JT0VP004U481;XP13M(a)NLP13F(MG)NLP130L-CGFRXW(1C);GO;non;5;66;M 6;4,8;3,5;3,9;104;0,193;;0,141;0,151;0,001;1135;1190;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
TOYOTA;YARIS;YARIS;NOUVELLE YARIS (90ch) 3P 1.4 D-4D FAP (Active);M10JT0VP004V482;XP13M(a)NLP13F(MG)NLP130L-CGFRXW(2C);GO;non;5;66;M 6;4,8;3,4;3,9;103;0,193;;0,141;0,151;0,001;1135;1190;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
TOYOTA;YARIS;YARIS;NOUVELLE YARIS (99ch) 3P 1.33 VVT-i (Style);M10JT0VP004V604;XP13M(a)NSP13F(MG)NSP130L-CGFSKW(3C);ES;non;5;73;M 6;6,8;4,7;5,5;127;0,257;0,033;0,027;;;1100;1140;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
TOYOTA;AYGO;AYGO;AYGO MC2 5P 1.0 VVT-i MMT (Dynamic, Style);M10JT0VP004W217;AB1KGB10(H)KGB10L-AHGGKW(1K);ES;non;4;50;A 5;5,4;4;4,5;104;0,442;0,031;0,006;;;915;935;715/2007*566/2011EURO5;;BERLINE;ECONOMIQUE
TOYOTA;RAV4;RAV4;RAV4 Life, Lounge (150ch) D-4D FAP 4WD BVM6;M10JT0VP004X096;XA3(a)ALA30(WD)ALA30L-BWFGRW(3J);GO;non;9;110;M 6;7,5;5,2;6;159;0,234;;0,138;0,16;0,079;1670;1730;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
TOYOTA;YARIS;YARIS;NOUVELLE YARIS (90ch) 3P 1.4 D-4D FAP (Style);M10JT0VP004X484;XP13M(a)NLP13F(MG)NLP130L-CGFSXW(1C);GO;non;5;66;M 6;4,9;3,6;4,1;108;0,193;;0,141;0,151;0,001;1140;1190;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
TOYOTA;AURIS;AURIS;AURIS HYBRIDE (136ch) 5P (Millenium Pack Cuir/Alcantara);M10JT0VP004X969;HE15U(a)ZWE150(H)ZWE150L-DHXGBW(1P);ES;oui;5;73;V 0;4;4;4;93;0,171;0,034;0,007;;;1465;1495;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
TOYOTA;AYGO;AYGO;AYGO MC2 5P 1.0 VVT-i (Dynamic, Style);M10JT0VP004Y219;AB1KGB10(H)KGB10L-AHMGKW(3K);ES;non;4;50;M 5;5,1;3,8;4,3;99;0,419;0,035;0,006;;;905;930;715/2007*566/2011EURO5;;BERLINE;ECONOMIQUE
TOYOTA;RAV4;RAV4;RAV4 Life, Lounge (150ch) D-4D FAP 2WD BVM6;M10JT0VP004Z123;XA3(a)ALA35(WD)ALA35L-BWFGRW(3J);GO;non;9;110;M 6;7,4;5,2;6;156;0,234;0,022;0,138;0,16;0,079;1620;1680;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
TOYOTA;YARIS;YARIS;NOUVELLE YARIS (99ch) 3P 1.33 VVT-i MultiDrive S (Lounge);M10JT0VP004Z608;XP13M(a)NSP13F(MG)NSP130L-CGXGKW(3C);ES;non;5;73;V 0;6,2;4,5;5,1;118;0,24;0,04;0,008;;;1110;1150;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
KIA;CEE'D;CEE'D;CEE'D SW 1.6 CRDi (115ch) GO BVM 6;M10K1AVP0006866;EDF5DU1M62AZ1;GO;non;6;85;M 6;5,3;4,2;4,6;122;0,172;;0,128;0,147;0,001;1419;1502;715/2007*692/2008EURO5;;BREAK;MOY-INFER
KIA;SORENTO;SORENTO;SORENTO 2.2 CRDi (197ch) BVM6 7PL;M10K1AVP0007964;XMF7D14A62AZ1;GO;non;12;145;A 6;9,3;6,2;7,4;194;0,139;;0,136;0,139;0,002;1920;2008;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
KIA;CEE'D;CEE'D;CEE'D SW 1.6 CRDi (115ch) ISG GO BVM 6;M10K1AVP0008868;EDF5DV1M62AZ1;GO;non;6;85;M 6;5;4,2;4,5;119;0,172;;0,128;0,147;0,001;1419;1502;715/2007*692/2008EURO5;;BREAK;MOY-INFER
KIA;SORENTO;SORENTO;SORENTO 2.2 CRDi (197ch) BVA6 7PL;M10K1AVP0008965;XMF7D14M62AZ1;GO;non;12;145;M 6;8,8;5,5;6,7;177;0,247;;0,132;0,16;0,001;1890;1975;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
KIA;CEE'D;CEE'D;CEE'D 1.6 CRDi (128ch) GO ISG BVM 6;M10K1AVP000F839;EDB5DT1M62BZ1;GO;non;7;94;M 6;5;4,2;4,5;117;0,172;;0,128;0,147;0,001;1367;1468;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;PRO CEE'D 1.6 CRDi (90ch) GO BVM 6;M10K1AVP000J806;EDB3DP1M63AZ1;GO;non;5;66;M 6;4,9;4;4,3;113;0,187;;0,137;0,155;0,002;1358;1439;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D 1.6 CRDi (115ch) GO BVM 6;M10K1AVP000J842;EDB5DU1M62AZ1;GO;non;6;85;M 6;5,2;4,1;4,5;118;0,172;;0,128;0,147;0,001;1367;1468;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D 1.6 CRDi (115ch) GO ISG BVM 6;M10K1AVP000K844;EDB5DV1M62AZ1;GO;non;6;85;M 6;4,9;4,1;4,5;115;0,172;;0,128;0,147;0,001;1367;1468;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;SPORTAGE;SPORTAGE;SPORTAGE 2.0 CRDi (136ch) BVA 6 4x4;M10K1AVP000P752;SLSF5D24A63AZ1;GO;non;8;100;A 6;8,7;5,8;6,9;179;0,137;;0,131;0,132;0,001;1676;1787;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
KIA;CEE'D;CEE'D;CEE'D 1.4 (90ch) E5 BVM 5;M10K1AVP000R330;EDB5PD1M56AZ1;ES;non;5;66;M 5;7,2;5,1;5,8;139;0,189;0,016;0,019;;;1263;1355;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;SPORTAGE;SPORTAGE;SPORTAGE 2.0 CRDi (136ch) BVA 6 4x4 JA 18;M10K1AVP000R753;SLSF5D24A63BZ1;GO;non;8;100;A 6;8,9;5,9;7;183;0,137;;0,131;0,132;0,001;1676;1787;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
KIA;SPORTAGE;SPORTAGE;SPORTAGE 2.0 CRDi (136ch) BVM6 4x4;M10K1AVP000R754;SLSF5D24M62AZ1;GO;non;8;100;M 6;6,8;5,1;5,7;149;0,172;;0,148;0,179;0,001;1600;1754;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
KIA;CEE'D;CEE'D;PRO CEE'D 1.6 CRDi (128ch) GO BVM 6;M10K1AVP000R815;EDB3DT1M62BZ1;GO;non;7;94;M 6;5;4,2;4,5;117;0,172;;0,128;0,147;0,001;1358;1439;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;SPORTAGE;SPORTAGE;SPORTAGE 2.0 CRDi (136ch) BVM6 4x2;M10K1AVP000R972;SLSF5D21M62AZ1;GO;non;8;100;M 6;6,6;4,9;5,5;147;0,172;;0,148;0,179;0,001;1550;1685;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
KIA;SPORTAGE;SPORTAGE;SPORTAGE 2.0 CRDi (136ch) BVM6 4x4 JA 18;M10K1AVP000S755;SLSF5D24M62BZ1;GO;non;8;100;M 6;7;5,4;6;156;0,172;;0,148;0,179;0,001;1600;1754;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
KIA;SPORTAGE;SPORTAGE;SPORTAGE 1.6 GDI (135ch) BVM 4x2;M10K1AVP000T975;SLSF5P31M64AZ1;ES;non;8;99;M 6;7,5;5,8;6,4;149;0,626;0,023;0,022;;0,001;1380;1502;715/2007*692/2008EURO5;;MINISPACE;INFERIEURE
KIA;CEE'D;CEE'D;PRO CEE'D 1.6 CRDI (115ch) GO BVM 6;M10K1AVP000U818;EDB3DU1M62AZ1;GO;non;6;85;M 6;5,2;4,1;4,5;118;0,172;;0,128;0,147;0,001;1358;1439;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D SW 1.6 CRDi (90ch) GO BVM 6;M10K1AVP000U854;EDF5DP1M62AZ1;GO;non;5;66;M 6;5,3;4,2;4,6;122;0,187;;0,137;0,155;0,002;1419;1502;715/2007*692/2008EURO5;;BREAK;MOY-INFER
KIA;CEE'D;CEE'D;PRO CEE'D 1.6 (124ch) E5 BVM 6;M10K1AVP000Y822;EDB3PH1M64AZ1;ES;non;7;91;M 6;7,8;5,2;6,1;146;0,486;0,021;0,028;;;1257;1338;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D SW 1.6 CRDi (115ch) GOBVA 4;M10K1AVP000Y858;EDF5DS1A43AZ1;GO;non;7;94;A 4;7;5;5,7;151;0,176;;0,108;0,13;0,002;1426;1509;715/2007*692/2008EURO5;;BREAK;MOY-INFER
KIA;SORENTO;SORENTO;SORENTO 2.2 CRDi (197ch) BVM6 5PL;M10K1AVP000Y955;XMF5D14M62AZ1;GO;non;12;145;M 6;8,6;5,4;6,6;174;0,247;;0,132;0,16;0,001;1835;1919;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;SUPERIEURE
KIA;CEE'D;CEE'D;PRO CEE'D 1.6 (124ch) E5 BVM 6 JA 17;M10K1AVP000Z823;EDB3PH1M64BZ1;ES;non;7;91;M 6;7,9;5,3;6,3;149;0,486;0,021;0,028;;;1257;1338;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D 1.6 CRDI (128ch) GO BVA 6;M10K1AVP0010277;JDB5D31A61EZ1;GO;non;7;94;A 6;7,2;4,5;5,5;145;0,091;;0,141;0,154;0,001;1385;1509;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D 1.6 CRDI (128ch) GO BVM 6;M10K1AVP0012279;JDB5D31M65DZ1;GO;non;6;94;M 6;5,2;3,8;4,3;114;0,129;;0,142;0,163;0,001;1375;1499;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;OPTIMA;OPTIMA;OPTIMA 1.7 (136ch) GO BVA 6;M10K1AVP0016150;TFA5D11A62AZ1;GO;non;8;100;A 6;7,9;4,9;6;158;0,198;;0,119;0,141;0;1581;1659;715/2007*692/2008EURO5;;BERLINE;MOY-SUPER
KIA;CEE'D;CEE'D;CEE'D 1.6 CRDI (128ch) GO BVM 6;M10K1AVP0016283;JDB5D41M66CZ1;GO;non;6;94;M 6;4,2;3,6;3,8;100;0,129;;0,142;0,163;0,001;1375;1454;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;OPTIMA;OPTIMA;OPTIMA 1.7 (136ch) GO BVM 6;M10K1AVP0017151;TFA5D11M62AZ1;GO;non;7;100;M 6;6,1;4,5;5,1;133;0,323;;0,127;0,16;0;1559;1637;715/2007*692/2008EURO5;;BERLINE;MOY-SUPER
KIA;VENGA;VENGA;VENGA 1.6 (115ch) GO BVM 6;M10K1AVP0017187;YNSF5D51M62AZ1;GO;non;6;85;M 6;5,7;4,2;4,7;125;0,167;;0,147;0,165;0,001;1356;1455;715/2007*566/2011EURO5;;MINISPACE;INFERIEURE
KIA;RIO;RIO;RIO 1.1 Diesel CRDi (75ch) ISG BVM 6 3P;M10K1AVP0017248;UBF5D11M63AY1;GO;non;4;55;M 6;3,9;3,3;3,6;94;0,219;;0,149;0,171;0;1189;1250;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;PICANTO;PICANTO;PICANTO 1.0 (69ch) E5 BVM 5 3P;M10K1AVP0018116;TAF5P11M51AY1;ES;non;4;50;M 5;5,4;3,6;4,2;99;0,532;0,019;0,006;;;915;1015;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
KIA;VENGA;VENGA;VENGA 1.6 (115ch) ISG GO BVM 6;M10K1AVP0018188;YNSF5D61M62BZ1;GO;non;6;85;M 6;5,1;4;4,4;117;0,167;;0,147;0,165;0,001;1356;1455;715/2007*566/2011EURO5;;MINISPACE;INFERIEURE
KIA;SPORTAGE;SPORTAGE;SPORTAGE 1.7 CRDi (115ch) BVM 4x2 ISG;M10K1AVP0019020;SLSF5D41M65AZ1;GO;non;6;85;M 6;6;4,8;5,2;135;0,115;;0,125;0,172;0,001;1490;1612;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
KIA;SOUL;SOUL;SOUL 1.6 essence GDI (140ch) BVM 6;M10K1AVP0019214;AMF5P41M61AZ1;ES;non;8;103;M 6;7,7;5,6;6,4;149;0,176;0,02;0,007;;0,001;1245;1344;715/2007*566/2011EURO5;;MINISPACE;INFERIEURE
KIA;RIO;RIO;RIO 1.1 Diesel CRDi (75ch) ISG BVM 6 3P;M10K1AVP0019250;UBF5D11M64AY1;GO;non;4;55;M 6;3,5;3;3,2;85;0,203;;0,124;0,142;0;1155;1199;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;SPORTAGE;SPORTAGE;SPORTAGE 1.7 CRDi (115ch) BVM 4x2 ISG JA 18;M10K1AVP001A021;SLSF5D41M65BZ1;GO;non;7;85;M 6;6,3;5;5,4;143;0,115;;0,125;0,172;0,001;1490;1612;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;MOY-SUPER
KIA;SOUL;SOUL;SOUL 1.6 essence GDI (140ch) BVM 6;M10K1AVP001A215;AMF5P41M62BZ1;ES;non;8;103;M 6;7,7;5,6;6,4;149;0,176;0,02;0,007;;0,001;1245;1344;715/2007*566/2011EURO5;;MINISPACE;INFERIEURE
KIA;RIO;RIO;RIO 1.4 Diesel CRDi (90ch) BVM 6 3P;M10K1AVP001A251;UBF5D21M65AY1;GO;non;5;66;M 6;4,9;3,7;4,1;109;0,249;;0,144;0,17;0;1238;1334;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;RIO;RIO;RIO 1.4 Diesel CRDi (90ch) BVM 6 (finition sport) 3P;M10K1AVP001B252;UBF5D21M65BY1;GO;non;5;66;M 6;5;3,8;4,3;113;0,249;;0,144;0,17;0;1238;1334;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D 1.6 CRDI (110ch) GO BVM 6;M10K1AVP001B288;JDB5D51M66DZ1;GO;non;5;81;M 6;4,8;3,7;4,1;108;0,129;;0,142;0,163;0,001;1375;1499;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D 1.6 CRDI (110ch) GO BVM 6;M10K1AVP001C289;JDB5D61M66AZ1;GO;non;5;81;M 6;4,1;3,5;3,7;97;0,129;;0,142;0,163;0,001;1375;1454;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;PICANTO;PICANTO;PICANTO 1.2 (85ch) E5 BVM 5 3P;M10K1AVP001F123;TAF5P31M52BY1;ES;non;4;62;M 5;5,9;3,9;4,7;109;0,39;0,031;0,02;;;925;1025;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
KIA;RIO;RIO;RIO 1.1 Diesel CRDi (75ch) ISG BVM 6 5P;M10K1AVP001F220;UBF5D11M63AZ1;GO;non;4;55;M 6;3,9;3,3;3,6;94;0,219;;0,149;0,171;0;1191;1255;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;RIO;RIO;RIO 1.1 Diesel CRDi (75ch) ISG BVM 6 5P;M10K1AVP001H222;UBF5D11M64AZ1;GO;non;4;55;M 6;3,5;3;3,2;85;0,203;;0,124;0,142;0;1155;1203;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;PICANTO;PICANTO;PICANTO 1.0 (69ch) E5 BVM 5 5P;M10K1AVP001J066;TAF5P11M51AZ1;ES;non;4;50;M 5;5,4;3,6;4,2;99;0,532;0,019;0,006;;;920;1020;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
KIA;RIO;RIO;RIO 1.4 Diesel CRDi (90ch) BVM 6 5P;M10K1AVP001J223;UBF5D21M65AZ1;GO;non;5;66;M 6;4,9;3,7;4,1;109;0,249;;0,144;0,17;0;1239;1333;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;RIO;RIO;RIO 1.4 Diesel CRDi (90ch) BVM 6 (finition premium) 5P;M10K1AVP001J224;UBF5D21M65BZ1;GO;non;5;66;M 6;5;3,8;4,3;113;0,249;;0,144;0,17;0;1239;1333;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;RIO;RIO;RIO 1.4 essence (109ch) BVM 6 3P;M10K1AVP001J260;UBF5P11M61BY1;ES;non;6;80;M 6;7,2;4,5;5,5;128;0,61;0,03;0,009;;;1133;1234;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;RIO;RIO;RIO 1.4 essence (109ch) BVA 4 5P;M10K1AVP001K225;UBF5P11A41BZ1;ES;non;6;80;A 4;8,4;5,3;6,4;150;0,594;0,049;0,014;;;1168;1265;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;VENGA;VENGA;VENGA 1.4 (90ch) GO BVM 6;M10K1AVP001L165;YNSF5D31M61AZ1;GO;non;5;66;M 6;5;4,2;4,5;119;0,335;;0,141;0,176;0,001;1345;1445;715/2007*692/2008EURO5;;MINISPACE;INFERIEURE
KIA;RIO;RIO;RIO 1.4 essence (109ch) BVM 6 5P;M10K1AVP001M227;UBF5P11M61BZ1;ES;non;6;80;M 6;7,2;4,5;5,5;128;0,61;0,03;0,009;;;1141;1240;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;RIO;RIO;RIO 1.2 essence (85ch) BVM 5 3P;M10K1AVP001M263;UBF5P31M51AY1;ES;non;5;62;M 5;6;4,3;5;114;0,637;0,036;0,011;;;1099;1200;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;PICANTO;PICANTO;PICANTO 1.2 (85ch) E5 BVA 4 5P;M10K1AVP001N070;TAF5P31A41AZ1;ES;non;5;62;A 4;6,7;4,5;5,3;125;0,414;0,032;0,019;;;950;1035;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
KIA;PICANTO;PICANTO;PICANTO 1.2 (85ch) E5 BVM 5 5P;M10K1AVP001P072;TAF5P31M52AZ1;ES;non;4;62;M 5;5,8;3,8;4,5;105;0,39;0,031;0,02;;;930;1030;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
KIA;RIO;RIO;RIO 1.2 essence (85ch) BVM 5 5P;M10K1AVP001P230;UBF5P31M51AZ1;ES;non;5;62;M 5;6;4,3;5;114;0,637;0,036;0,011;;;1104;1203;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
KIA;PICANTO;PICANTO;PICANTO 1.2 (85ch) E5 BVM 5 5P ISG;M10K1AVP001R074;TAF5P41M52AZ1;ES;non;4;62;M 5;5,3;3,8;4,3;100;0,39;0,031;0,02;;;930;1030;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
KIA;CEE'D;CEE'D;"""CEE'D 1.4 (100ch) ISG ES BVM 6 15""""""";M10K1AVP001R293;JDB5P21M61AZ1;ES;non;6;73;M 6;7,2;4,6;5,6;130;0,261;0,021;0,028;;;1258;1382;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;VENGA;VENGA;VENGA 1.4 (90ch) ES BVM 5;M10K1AVP001S172;YNSF5P11M51AZ1;ES;non;5;66;M 5;7,2;5,3;6;140;0,128;0,016;0,026;;;1253;1343;715/2007*692/2008EURO5;;MINISPACE;INFERIEURE
KIA;CEE'D;CEE'D;"""CEE'D 1.4 (100ch) ISG ES BVM 6 16""""""";M10K1AVP001S294;JDB5P21M61CZ1;ES;non;6;73;M 6;7,4;4,8;5,8;135;0,261;0,021;0,028;;;1258;1382;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;VENGA;VENGA;VENGA 1.4 (90ch) ES BVM 5;M10K1AVP001T173;YNSF5P11M52AZ1;ES;non;5;66;M 5;7,2;5,3;6;140;0,128;0,016;0,026;;;1253;1343;715/2007*692/2008EURO5;;MINISPACE;INFERIEURE
KIA;SOUL;SOUL;SOUL 1.6 Diesel CRDi (128ch) BVA 6;M10K1AVP001T198;AMF5D61A62BZ1;GO;non;7;94;A 6;7,4;5;5,9;155;0,103;;0,136;0,15;0;1360;1460;715/2007*692/2008EURO5;;MINISPACE;INFERIEURE
KIA;SOUL;SOUL;SOUL 1.6 Diesel CRDi (128ch) BVM 6;M10K1AVP001U199;AMF5D61M63AZ1;GO;non;7;94;M 6;5,7;4,4;4,9;129;0,172;;0,143;0,165;0;1345;1444;715/2007*692/2008EURO5;;MINISPACE;INFERIEURE
KIA;CEE'D;CEE'D;CEE'D 1.6 GDI (135ch) ES DCT 6;M10K1AVP001U296;JDB5P31D61DZ1;ES;non;7;99;A 6;8;4,9;6,1;140;0,37;0,024;0,007;;0;1301;1421;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;VENGA;VENGA;VENGA 1.6 (125ch) E5 BVA 4;M10K1AVP001W176;YNSF5P51A41BZ1;ES;non;7;91;A 4;8,3;5,5;6,5;154;0,232;0,023;0,01;;;1269;1369;715/2007*692/2008EURO5;;MINISPACE;INFERIEURE
KIA;CEE'D;CEE'D;CEE'D 1.4 CRDI (90ch) GO BVM 6;M10K1AVP001W273;JDB5D11M64BZ1;GO;non;5;66;M 6;5,3;3,5;4,1;109;0,055;;0,145;0,157;0,001;1365;1489;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D 1.6 GDI (135ch) ES BVM 6;M10K1AVP001W298;JDB5P31M62DZ1;ES;non;7;99;M 6;8;4,9;6,1;140;0,42;0,02;0,008;;0;1268;1392;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
KIA;CEE'D;CEE'D;CEE'D 1.4 CRDI (90ch) GO BVM 6;M10K1AVP001X274;JDB5D11M64DZ1;GO;non;5;66;M 6;5,4;3,8;4,3;114;0,055;;0,145;0,157;0,001;1365;1489;715/2007*566/2011EURO5;;BERLINE;MOY-INFER
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000E013;212140Y;ES;non;7;61;M 5;12,2;8;9,5;225;0,535;0,03;0,023;;;1285;1285;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 1117;KALINA;LADA 1117;M10LADVP000F014;111740Y;ES;non;6;65;M 5;8,7;5;6,4;149;0,696;0,052;0,025;;;1203;1203;715/2007*692/2008EURO5;;BREAK;INFERIEURE
LADA;LADA 1117;KALINA;LADA 1117;M10LADVP000G015;111740Y/1;ES;non;6;65;M 5;8,7;5,2;6,5;154;0,696;0,052;0,025;;;1203;1203;715/2007*692/2008EURO5;;BREAK;INFERIEURE
LADA;LADA 1119;KALINA;LADA 1119;M10LADVP000J018;111940Y;ES;non;6;65;M 5;8,7;5;6,4;149;0,696;0,052;0,025;;;1173;1173;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
LADA;LADA 1119;KALINA;LADA 1119;M10LADVP000K019;111940Y/1;ES;non;6;65;M 5;8,7;5,2;6,5;154;0,696;0,052;0,025;;;1173;1173;715/2007*692/2008EURO5;;BERLINE;INFERIEURE
LADA;2171;PRIORA;LADA 2171;M10LADVP000M021;217130Y;ES;non;6;72;M 5;9;5;6,5;150;0,514;0,047;0,025;;;1178;1178;715/2007*692/2008EURO5;;BREAK;MOY-INFER
LADA;2172;PRIORA;LADA 2172;M10LADVP000N022;217230Y;ES;non;6;72;M 5;9;5;6,5;150;0,514;0,047;0,025;;;1178;1178;715/2007*692/2008EURO5;;BERLINE;MOY-INFER
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000S027;212140YZDA;ES/GP;non;6;61;M 5;12,2;8;9,5;225;0,535;0,03;0,023;;;1360;1360;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000S027;212140YZDA;ES/GP;non;6;61;M 5;12,2;8;9,5;225;0,535;0,03;0,023;;;1360;1360;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000S027;212140YZDA;ES/GP;non;6;61;M 5;12,2;8;9,5;225;0,535;0,03;0,023;;;1360;1360;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000S027;212140YZDA;ES/GP;non;6;61;M 5;12,2;8;9,5;225;0,535;0,03;0,023;;;1360;1360;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000S027;212140YZDA;GP/ES;non;6;61;M 5;15;10;11,9;189;0,848;0,049;0,022;;;1360;1360;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000S027;212140YZDA;GP/ES;non;6;61;M 5;15;10;11,9;189;0,848;0,049;0,022;;;1360;1360;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000S027;212140YZDA;GP/ES;non;6;61;M 5;15;10;11,9;189;0,848;0,049;0,022;;;1360;1360;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000S027;212140YZDA;GP/ES;non;6;61;M 5;15;10;11,9;189;0,848;0,049;0,022;;;1360;1360;715/2007*692/2008EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
LADA;LADA 4 X 4;NIVA;LADA 4 X 4;M10LADVP000T028;212140YZDA;ES/GP;non;6;61;M 5;12,2;8;9,5;225;0,535;0,03;0,023;;;1360;1360;715/2007*566/2011EURO5;;TS TERRAINS/CHEMINS;INFERIEURE
